business_name,category,2005-04-01,2005-07-01,2005-10-01,2006-01-01,2006-04-01,2006-07-01,2006-10-01,2007-01-01,2007-04-01,2007-07-01,2007-10-01,2008-01-01,2008-04-01,2008-07-01,2008-10-01,2009-01-01,2009-04-01,2009-07-01,2009-10-01,2010-01-01,2010-04-01,2010-07-01,2010-10-01,2011-01-01,2011-04-01,2011-07-01,2011-10-01,2012-01-01,2012-04-01,2012-07-01,2012-10-01,2013-01-01,2013-04-01,2013-07-01,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2016-04-01,2016-07-01,2016-10-01,2017-01-01,2017-04-01,2017-07-01
Mon Ami Gabi,French,,,4.699999809265137,4.5,4.400000095367432,4.199999809265137,4.5,4.300000190734863,4.099999904632568,4.099999904632568,4.0,4.199999809265137,4.0,3.700000047683716,4.0,4.099999904632568,4.199999809265137,4.0,3.9000000953674316,4.0,4.099999904632568,4.0,4.099999904632568,4.0,4.099999904632568,4.300000190734863,4.099999904632568,4.0,4.099999904632568,4.199999809265137,4.0,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.099999904632568,4.099999904632568,4.0,4.0,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137,4.0,4.099999904632568,4.099999904632568,4.199999809265137,4.099999904632568,4.099999904632568
Baguette Cafe,French,,,,,,,,,,,,,,,,,,5.0,,4.0,5.0,5.0,4.699999809265137,4.800000190734863,4.699999809265137,4.300000190734863,4.599999904632568,4.699999809265137,4.900000095367432,4.699999809265137,4.599999904632568,4.900000095367432,4.800000190734863,4.699999809265137,4.800000190734863,4.599999904632568,4.699999809265137,4.800000190734863,4.5,4.800000190734863,4.599999904632568,4.699999809265137,4.800000190734863,4.800000190734863,4.400000095367432,4.699999809265137,4.5,4.699999809265137,4.800000190734863,4.199999809265137
Picasso,French,,,,5.0,5.0,5.0,4.800000190734863,4.599999904632568,5.0,4.800000190734863,3.700000047683716,4.5,4.400000095367432,4.599999904632568,4.400000095367432,4.5,4.0,5.0,4.800000190734863,4.199999809265137,4.800000190734863,3.799999952316284,3.799999952316284,4.199999809265137,4.400000095367432,4.400000095367432,4.199999809265137,4.199999809265137,4.5,4.099999904632568,4.199999809265137,4.199999809265137,4.5,4.599999904632568,4.300000190734863,4.400000095367432,4.699999809265137,4.5,3.9000000953674316,4.400000095367432,4.300000190734863,4.0,4.300000190734863,4.199999809265137,4.599999904632568,4.300000190734863,3.9000000953674316,4.300000190734863,4.5,5.0
Bouchon Bakery at the Venetian Casino,French,,,,,,,,4.0,4.5,4.300000190734863,4.699999809265137,4.300000190734863,4.400000095367432,4.199999809265137,3.9000000953674316,4.099999904632568,4.199999809265137,4.0,4.199999809265137,4.0,4.400000095367432,4.0,4.199999809265137,4.300000190734863,4.099999904632568,4.199999809265137,4.0,4.099999904632568,3.9000000953674316,4.199999809265137,3.799999952316284,3.9000000953674316,3.5999999046325684,4.0,3.5,3.799999952316284,3.4000000953674316,3.799999952316284,3.799999952316284,4.099999904632568,4.300000190734863,3.799999952316284,3.799999952316284,4.0,4.300000190734863,3.9000000953674316,3.0999999046325684,3.799999952316284,3.5,3.799999952316284
Estiatorio Milos,Greek,,,,,,,,,,,,,,,,,,,,,,,3.0,2.700000047683716,3.9000000953674316,4.199999809265137,4.0,3.9000000953674316,4.199999809265137,3.799999952316284,4.5,4.199999809265137,3.5999999046325684,3.9000000953674316,3.799999952316284,3.5999999046325684,3.700000047683716,4.0,4.099999904632568,4.0,4.199999809265137,4.599999904632568,3.799999952316284,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.099999904632568,4.099999904632568,4.900000095367432
Mint Indian Bistro,Indian,,,,,,,,,,,3.5,4.0,5.0,5.0,4.0,,3.799999952316284,4.5,4.699999809265137,3.799999952316284,4.199999809265137,3.9000000953674316,4.5,3.9000000953674316,4.099999904632568,4.099999904632568,3.9000000953674316,4.300000190734863,4.300000190734863,3.799999952316284,4.0,4.099999904632568,4.199999809265137,4.0,4.0,4.199999809265137,4.099999904632568,4.0,3.799999952316284,4.0,4.0,4.400000095367432,4.199999809265137,4.300000190734863,3.799999952316284,3.799999952316284,3.700000047683716,4.099999904632568,3.700000047683716,3.0
Mount Everest India's Cuisine,Indian,,,,,,,,,,,,,,,,,5.0,4.800000190734863,4.599999904632568,4.300000190734863,5.0,4.300000190734863,3.700000047683716,4.099999904632568,3.4000000953674316,4.099999904632568,4.0,4.699999809265137,4.300000190734863,4.599999904632568,4.699999809265137,4.699999809265137,4.400000095367432,4.599999904632568,4.0,4.099999904632568,3.9000000953674316,4.5,4.5,4.5,4.099999904632568,4.300000190734863,3.9000000953674316,4.400000095367432,4.400000095367432,4.300000190734863,4.400000095367432,4.599999904632568,4.300000190734863,3.5
Carnevino,Italian,,,,,,,,,,,,2.200000047683716,3.0,3.299999952316284,2.799999952316284,2.799999952316284,3.4000000953674316,3.799999952316284,4.0,3.299999952316284,4.199999809265137,4.300000190734863,3.299999952316284,3.799999952316284,3.700000047683716,3.5,3.4000000953674316,3.5,3.299999952316284,3.700000047683716,3.4000000953674316,3.0999999046325684,3.200000047683716,3.700000047683716,3.0999999046325684,3.5,3.5999999046325684,3.799999952316284,3.0,3.700000047683716,4.199999809265137,3.5,4.0,3.700000047683716,3.799999952316284,3.9000000953674316,3.5999999046325684,3.5999999046325684,3.799999952316284,4.199999809265137
Battista's Hole In the Wall,Italian,,,,,4.0,5.0,4.5,3.799999952316284,,3.799999952316284,2.799999952316284,2.5,2.799999952316284,2.799999952316284,3.700000047683716,3.0,3.700000047683716,3.299999952316284,3.5,3.0999999046325684,3.0999999046325684,3.0,2.9000000953674316,3.5999999046325684,3.200000047683716,2.9000000953674316,2.299999952316284,3.0,3.799999952316284,3.5,3.200000047683716,3.5999999046325684,3.700000047683716,3.700000047683716,3.0999999046325684,3.200000047683716,3.0,3.799999952316284,3.299999952316284,3.200000047683716,3.299999952316284,3.799999952316284,4.099999904632568,3.200000047683716,4.199999809265137,3.4000000953674316,3.200000047683716,3.5,4.0,4.400000095367432
Capo's Italian Cuisine,Italian,,,,,,,,5.0,,5.0,,4.300000190734863,5.0,4.5,4.800000190734863,4.199999809265137,4.400000095367432,4.099999904632568,4.0,3.799999952316284,3.5999999046325684,3.5999999046325684,3.700000047683716,3.700000047683716,4.0,3.9000000953674316,2.799999952316284,3.299999952316284,3.4000000953674316,3.0,3.5999999046325684,2.9000000953674316,3.0999999046325684,3.200000047683716,3.700000047683716,3.799999952316284,3.9000000953674316,4.0,3.9000000953674316,4.300000190734863,4.400000095367432,4.599999904632568,3.9000000953674316,4.300000190734863,4.099999904632568,4.199999809265137,4.300000190734863,4.400000095367432,4.699999809265137,4.599999904632568
LAVO Italian Restaurant & Lounge,Italian,,,,,,,,,,,,,,3.5,3.299999952316284,3.5,3.200000047683716,3.0999999046325684,3.4000000953674316,3.200000047683716,3.200000047683716,3.700000047683716,3.5999999046325684,3.299999952316284,3.299999952316284,3.5,3.299999952316284,3.4000000953674316,3.299999952316284,3.200000047683716,3.299999952316284,3.5999999046325684,3.5,3.5,3.5,3.299999952316284,3.299999952316284,3.5999999046325684,3.5999999046325684,3.9000000953674316,3.700000047683716,4.0,3.700000047683716,4.099999904632568,3.5999999046325684,4.0,3.9000000953674316,3.5999999046325684,4.0,4.5
Maggiano's Little Italy,Italian,,,,,4.0,4.0,,5.0,4.0,3.299999952316284,3.700000047683716,3.5,4.199999809265137,3.9000000953674316,3.4000000953674316,3.799999952316284,4.300000190734863,4.400000095367432,4.199999809265137,4.099999904632568,3.799999952316284,3.9000000953674316,3.700000047683716,3.700000047683716,3.700000047683716,4.0,4.0,4.0,3.200000047683716,4.099999904632568,3.799999952316284,4.099999904632568,3.9000000953674316,3.700000047683716,3.700000047683716,4.0,4.0,4.0,4.099999904632568,3.9000000953674316,4.199999809265137,4.300000190734863,4.099999904632568,3.799999952316284,4.099999904632568,4.0,4.099999904632568,4.199999809265137,3.700000047683716,3.9000000953674316
Scarpetta,Italian,,,,,,,,,,,,,,,,,,,,,,,4.5,4.300000190734863,4.199999809265137,4.099999904632568,3.799999952316284,4.599999904632568,4.099999904632568,4.199999809265137,4.099999904632568,4.199999809265137,3.700000047683716,4.199999809265137,4.199999809265137,4.300000190734863,4.199999809265137,4.0,4.300000190734863,3.799999952316284,4.0,4.0,4.199999809265137,4.099999904632568,3.799999952316284,4.199999809265137,4.400000095367432,4.099999904632568,4.099999904632568,4.400000095367432
Giada,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.300000190734863,3.9000000953674316,3.5,3.4000000953674316,3.5,3.4000000953674316,3.299999952316284,3.5999999046325684,3.200000047683716,3.4000000953674316,3.4000000953674316,3.4000000953674316,2.799999952316284,2.5
Herbs & Rye,Italian,,,,,,,,,,,,,,,,,,,5.0,4.0,3.9000000953674316,3.9000000953674316,4.099999904632568,4.5,4.400000095367432,3.799999952316284,4.0,3.5999999046325684,3.5999999046325684,3.799999952316284,4.099999904632568,3.5,4.199999809265137,4.300000190734863,4.099999904632568,4.0,3.9000000953674316,3.9000000953674316,3.799999952316284,3.9000000953674316,4.400000095367432,4.199999809265137,4.400000095367432,3.9000000953674316,4.300000190734863,4.199999809265137,4.300000190734863,4.300000190734863,4.5,4.300000190734863
Brio Tuscan Grille,Italian,,,,,,,,,,,,4.0,4.0,3.5,4.0,4.300000190734863,3.200000047683716,3.700000047683716,3.200000047683716,4.199999809265137,4.099999904632568,4.099999904632568,4.199999809265137,4.199999809265137,4.0,3.5,3.799999952316284,4.099999904632568,3.200000047683716,3.4000000953674316,4.0,4.099999904632568,3.799999952316284,3.9000000953674316,3.700000047683716,3.200000047683716,4.099999904632568,4.0,3.799999952316284,3.5,3.4000000953674316,3.700000047683716,3.700000047683716,3.700000047683716,3.799999952316284,4.0,3.9000000953674316,4.0,3.700000047683716,3.9000000953674316
Ichiza,Japanese,,,,,,5.0,5.0,4.800000190734863,4.300000190734863,4.699999809265137,4.599999904632568,4.0,4.199999809265137,4.199999809265137,4.300000190734863,4.199999809265137,4.0,3.9000000953674316,4.099999904632568,4.300000190734863,4.300000190734863,4.099999904632568,4.199999809265137,4.0,4.0,4.300000190734863,4.099999904632568,3.9000000953674316,3.700000047683716,3.5,4.099999904632568,4.099999904632568,4.099999904632568,3.9000000953674316,3.700000047683716,4.199999809265137,3.700000047683716,3.799999952316284,3.5999999046325684,4.0,3.9000000953674316,4.099999904632568,4.099999904632568,4.199999809265137,4.300000190734863,4.0,4.0,4.400000095367432,3.9000000953674316,4.300000190734863
Monta Ramen,Japanese,,,,,,,,,,,,,,,,,,,,,4.0,4.099999904632568,4.099999904632568,4.199999809265137,4.0,4.199999809265137,3.9000000953674316,4.300000190734863,4.400000095367432,4.099999904632568,4.099999904632568,4.0,4.099999904632568,4.199999809265137,4.0,4.400000095367432,4.300000190734863,4.0,4.300000190734863,4.199999809265137,4.300000190734863,4.400000095367432,4.099999904632568,4.300000190734863,4.199999809265137,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
Nobu,Japanese,,,3.0,4.5,4.0,4.199999809265137,4.0,4.199999809265137,3.200000047683716,4.099999904632568,3.799999952316284,4.400000095367432,3.5999999046325684,3.9000000953674316,3.5999999046325684,3.700000047683716,3.9000000953674316,3.799999952316284,4.0,3.700000047683716,4.0,4.400000095367432,4.199999809265137,4.300000190734863,4.300000190734863,3.9000000953674316,3.700000047683716,4.099999904632568,4.099999904632568,3.700000047683716,3.5,3.9000000953674316,3.799999952316284,4.200000047683716,3.850000023841858,3.8000000715255737,3.75,4.25,4.299999952316284,4.050000071525574,3.899999976158142,4.099999904632568,3.9999998807907104,4.049999952316284,4.1499998569488525,4.200000047683716,3.9499999284744263,4.049999952316284,3.649999976158142,4.399999976158142
Island Sushi & Grill,Japanese,,,,,,,,,,,,5.0,5.0,4.5,4.5,4.0,4.300000190734863,4.099999904632568,4.599999904632568,4.099999904632568,4.099999904632568,3.700000047683716,4.099999904632568,4.0,3.700000047683716,4.099999904632568,4.300000190734863,3.799999952316284,4.199999809265137,4.0,3.700000047683716,4.0,3.9000000953674316,3.799999952316284,4.0,3.700000047683716,4.099999904632568,3.700000047683716,3.5999999046325684,3.5,3.799999952316284,3.799999952316284,3.700000047683716,3.700000047683716,3.5,3.5,4.0,3.5999999046325684,3.799999952316284,3.200000047683716
Sushi Mon,Japanese,,,,,,,4.0,3.0,,4.0,3.5,3.5999999046325684,4.0,4.099999904632568,4.099999904632568,3.5999999046325684,3.5999999046325684,4.800000190734863,4.400000095367432,4.199999809265137,3.9000000953674316,4.099999904632568,3.799999952316284,4.199999809265137,4.199999809265137,4.199999809265137,3.700000047683716,4.300000190734863,4.199999809265137,4.199999809265137,3.9000000953674316,3.700000047683716,4.300000190734863,3.700000047683716,4.0,4.099999904632568,4.0,3.700000047683716,3.799999952316284,3.4000000953674316,3.5,3.799999952316284,3.9000000953674316,3.9000000953674316,3.0999999046325684,3.4000000953674316,3.5,3.700000047683716,4.099999904632568,3.799999952316284
Ramen Sora,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9000000953674316,4.099999904632568,4.5,4.199999809265137,4.199999809265137,4.0,3.5999999046325684,4.400000095367432,4.099999904632568,4.300000190734863,4.300000190734863,4.300000190734863,4.199999809265137,4.0,4.5,4.300000190734863,4.0,4.199999809265137,4.0,4.300000190734863,4.0,3.9000000953674316,4.199999809265137
Soho Japanese Restaurant,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000190734863,4.800000190734863,4.699999809265137,4.699999809265137,4.599999904632568,4.5,4.599999904632568,4.699999809265137,4.699999809265137,4.400000095367432,4.5,4.599999904632568,4.699999809265137,4.800000190734863,4.900000095367432,4.400000095367432
Sushi Kaya,Japanese,,,,,,,,,,,,,,,,5.0,,3.0,4.0,2.5999999046325684,3.299999952316284,4.199999809265137,2.9000000953674316,3.5,3.299999952316284,3.0999999046325684,3.4000000953674316,3.5999999046325684,3.5999999046325684,4.400000095367432,4.099999904632568,4.099999904632568,4.0,3.5999999046325684,3.799999952316284,3.799999952316284,3.799999952316284,3.4000000953674316,3.9000000953674316,4.0,3.700000047683716,3.700000047683716,3.5999999046325684,2.799999952316284,3.0,2.9000000953674316,3.700000047683716,3.9000000953674316,3.0,3.5
Yellowtail,Japanese,,,,,,,,,,,,,,4.199999809265137,4.099999904632568,2.799999952316284,2.299999952316284,3.5,2.9000000953674316,2.9000000953674316,2.9000000953674316,3.5,3.5999999046325684,3.799999952316284,3.799999952316284,3.700000047683716,3.9000000953674316,3.5999999046325684,3.5999999046325684,3.9000000953674316,3.700000047683716,3.200000047683716,3.700000047683716,3.5999999046325684,3.700000047683716,3.9000000953674316,3.9000000953674316,3.5999999046325684,3.4000000953674316,3.5,3.799999952316284,3.5,3.5999999046325684,3.299999952316284,3.4000000953674316,3.5999999046325684,4.0,3.799999952316284,4.099999904632568,3.299999952316284
Japanese Curry Zen,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999904632568,4.0,4.300000190734863,4.5,4.400000095367432,4.699999809265137,4.400000095367432,4.599999904632568,4.599999904632568,4.699999809265137,4.5,4.5,4.300000190734863,4.5,4.300000190734863,4.599999904632568,4.199999809265137,4.300000190734863,4.300000190734863,4.199999809265137
Gangnam Asian BBQ Dining,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700000047683716,3.9000000953674316,4.5,4.199999809265137,4.199999809265137,4.0,4.5,3.9000000953674316,3.4000000953674316,4.599999904632568,4.099999904632568,4.599999904632568,4.699999809265137,4.699999809265137,4.5,4.099999904632568,4.5,4.5,4.099999904632568
Sakana,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999904632568,4.099999904632568,4.199999809265137,4.400000095367432,4.300000190734863,4.400000095367432,4.099999904632568,4.199999809265137,4.300000190734863,4.699999809265137,4.599999904632568,3.9000000953674316,3.799999952316284,3.799999952316284,3.9000000953674316,4.199999809265137,4.5
Raku,Japanese,,,,,,,,,,,,,4.199999809265137,4.300000190734863,4.800000190734863,4.800000190734863,4.400000095367432,4.800000190734863,4.800000190734863,4.400000095367432,4.5,4.400000095367432,4.599999904632568,4.699999809265137,4.099999904632568,4.599999904632568,4.400000095367432,4.300000190734863,4.199999809265137,4.199999809265137,4.199999809265137,4.5,4.400000095367432,4.699999809265137,4.5,4.400000095367432,4.099999904632568,4.199999809265137,4.099999904632568,4.599999904632568,4.5,4.400000095367432,4.300000190734863,4.400000095367432,4.400000095367432,4.400000095367432,4.300000190734863,4.699999809265137,4.5,4.699999809265137
Sushi Roku,Japanese,,,,4.0,4.5,3.0,,4.0,3.9000000953674316,3.4000000953674316,4.300000190734863,4.199999809265137,3.799999952316284,3.9000000953674316,3.299999952316284,3.700000047683716,4.599999904632568,3.9000000953674316,3.799999952316284,3.5,3.0,3.5,3.9000000953674316,3.4000000953674316,4.0,3.5999999046325684,3.799999952316284,3.799999952316284,4.099999904632568,4.0,3.9000000953674316,4.199999809265137,4.699999809265137,3.9000000953674316,4.0,3.799999952316284,4.099999904632568,4.199999809265137,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,3.700000047683716,3.9000000953674316,4.099999904632568,4.199999809265137,4.199999809265137,3.9000000953674316,4.400000095367432,3.9000000953674316
JJANGA Japanese Restaurant,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999904632568,4.300000190734863,4.099999904632568,4.199999809265137,3.799999952316284,4.0,4.0,4.300000190734863,3.5999999046325684,3.5999999046325684,3.200000047683716,4.300000190734863,4.300000190734863,4.300000190734863,4.800000190734863
Sushi Koma,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999904632568,4.199999809265137,4.0,4.0,4.300000190734863,4.400000095367432,4.300000190734863,4.199999809265137,4.099999904632568,3.9000000953674316,3.799999952316284,3.5,4.0,4.099999904632568,4.400000095367432,4.099999904632568,4.5,4.400000095367432,4.099999904632568,4.400000095367432,3.700000047683716,4.099999904632568,3.5999999046325684
Sage,Mediterranean,,,,,,,,,,,,,,,,,,,2.5,3.799999952316284,4.199999809265137,4.300000190734863,4.400000095367432,4.5,4.5,4.599999904632568,3.9000000953674316,4.199999809265137,4.300000190734863,4.5,4.400000095367432,4.0,4.099999904632568,4.199999809265137,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.400000095367432,3.9000000953674316,4.0,3.799999952316284,3.700000047683716,4.699999809265137,4.599999904632568,4.400000095367432,4.099999904632568,4.400000095367432,4.0
Olives,Mediterranean,,4.0,5.0,4.0,4.300000190734863,3.0,4.300000190734863,4.099999904632568,4.099999904632568,3.0999999046325684,4.199999809265137,3.799999952316284,3.5999999046325684,3.799999952316284,4.699999809265137,3.5999999046325684,3.5,4.099999904632568,4.099999904632568,3.700000047683716,3.799999952316284,4.099999904632568,3.799999952316284,4.099999904632568,3.799999952316284,4.199999809265137,3.799999952316284,3.9000000953674316,3.700000047683716,3.700000047683716,4.099999904632568,4.0,3.700000047683716,3.700000047683716,3.700000047683716,3.5999999046325684,3.700000047683716,3.799999952316284,3.700000047683716,3.700000047683716,3.700000047683716,3.799999952316284,4.099999904632568,4.099999904632568,3.4000000953674316,4.0,4.0,3.9000000953674316,3.5999999046325684,3.9000000953674316
TACOS EL GORDO,Mexican,,,,,,,,,,,,,,,,,,,,,,4.199999809265137,4.800000190734863,4.5,4.5,4.599999904632568,4.099999904632568,4.5,4.300000190734863,4.400000095367432,4.5,4.400000095367432,4.599999904632568,4.400000095367432,4.400000095367432,4.599999904632568,4.599999904632568,4.400000095367432,4.5,4.400000095367432,4.099999904632568,4.300000190734863,4.199999809265137,4.0,4.099999904632568,4.300000190734863,4.099999904632568,4.099999904632568,3.9000000953674316,4.0
Mesa Grill,Mexican,5.0,,2.0,2.200000047683716,3.0,3.700000047683716,3.0999999046325684,3.700000047683716,3.799999952316284,3.799999952316284,4.099999904632568,4.199999809265137,4.0,4.0,3.9000000953674316,4.0,4.300000190734863,4.099999904632568,4.0,3.700000047683716,4.0,3.799999952316284,4.099999904632568,3.9000000953674316,4.0,3.799999952316284,4.0,4.199999809265137,3.9000000953674316,3.799999952316284,3.5,3.9000000953674316,3.799999952316284,4.099999904632568,4.400000095367432,3.9000000953674316,3.9000000953674316,4.0,4.199999809265137,4.0,4.0,4.300000190734863,4.099999904632568,4.199999809265137,4.0,4.300000190734863,4.099999904632568,4.099999904632568,4.099999904632568,4.5
Border Grill,Mexican,,,,,4.0,4.0,4.0,3.4000000953674316,2.5999999046325684,4.5,4.5,3.0,2.5,4.0,3.200000047683716,3.200000047683716,3.5999999046325684,4.0,3.200000047683716,3.0999999046325684,3.5,3.5999999046325684,4.099999904632568,3.799999952316284,3.5999999046325684,4.0,3.5999999046325684,3.700000047683716,3.700000047683716,3.700000047683716,4.300000190734863,3.9000000953674316,3.700000047683716,3.799999952316284,4.300000190734863,4.0,3.700000047683716,3.5999999046325684,3.9000000953674316,4.300000190734863,4.199999809265137,3.9000000953674316,4.099999904632568,4.0,3.5999999046325684,4.0,3.799999952316284,4.199999809265137,3.9000000953674316,3.700000047683716
Javier's,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5999999046325684,3.0999999046325684,3.700000047683716,4.300000190734863,3.5,3.9000000953674316,3.700000047683716,4.0,3.799999952316284,4.0,4.0,4.099999904632568,3.9000000953674316,3.799999952316284,3.9000000953674316,3.799999952316284,3.700000047683716,3.9000000953674316,3.9000000953674316,3.799999952316284
Pink Taco,Mexican,,4.0,3.0,2.799999952316284,3.5999999046325684,3.799999952316284,3.0,3.299999952316284,3.4000000953674316,3.799999952316284,4.0,3.5999999046325684,3.4000000953674316,3.4000000953674316,3.200000047683716,3.4000000953674316,4.099999904632568,3.299999952316284,3.299999952316284,3.4000000953674316,3.5999999046325684,3.5999999046325684,3.200000047683716,3.5,3.200000047683716,3.200000047683716,3.0999999046325684,3.0,3.0999999046325684,3.5999999046325684,3.0,2.700000047683716,2.9000000953674316,2.5999999046325684,2.799999952316284,3.200000047683716,3.200000047683716,3.0,3.200000047683716,3.4000000953674316,3.299999952316284,3.200000047683716,3.0999999046325684,3.5,3.200000047683716,3.4000000953674316,3.5,4.599999904632568,3.700000047683716,3.799999952316284
Juan's Flaming Fajitas & Cantina,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809265137,4.400000095367432,4.300000190734863,4.5,4.400000095367432,4.199999809265137,4.300000190734863,4.800000190734863,4.800000190734863,4.400000095367432,4.400000095367432,4.699999809265137,4.599999904632568,4.599999904632568,4.699999809265137,4.800000190734863,4.699999809265137,4.599999904632568,4.699999809265137
Tacos El Gordo,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,4.599999904632568,4.5,4.599999904632568,4.5,4.400000095367432,4.300000190734863,4.400000095367432,4.5,4.400000095367432,4.400000095367432,4.199999809265137,4.300000190734863,4.199999809265137,3.9000000953674316,4.300000190734863,4.400000095367432,3.0,2.200000047683716,3.799999952316284,4.199999809265137,4.199999809265137,4.300000190734863,4.0,4.199999809265137,4.0,3.9000000953674316
Diablo's Cantina,Mexican,,,,,,,,,,5.0,3.0,3.700000047683716,2.9000000953674316,2.700000047683716,3.4000000953674316,2.799999952316284,2.700000047683716,2.200000047683716,2.5,2.5,3.200000047683716,3.0,3.5999999046325684,3.0,3.0,2.799999952316284,2.5999999046325684,3.299999952316284,3.200000047683716,3.200000047683716,3.0,2.5,2.5999999046325684,3.4000000953674316,2.5,3.0999999046325684,2.700000047683716,3.299999952316284,3.0,3.0999999046325684,3.200000047683716,3.4000000953674316,3.0,3.200000047683716,2.700000047683716,2.799999952316284,2.299999952316284,2.700000047683716,2.9000000953674316,2.700000047683716
Cabo Wabo Cantina,Mexican,,,,,,,,,,,,,,,,,,,2.200000047683716,2.0,2.200000047683716,3.0,2.299999952316284,2.0999999046325684,2.799999952316284,2.299999952316284,2.5999999046325684,2.700000047683716,1.899999976158142,2.0999999046325684,2.799999952316284,2.700000047683716,3.0999999046325684,2.700000047683716,3.9000000953674316,3.5,3.0999999046325684,3.700000047683716,3.799999952316284,3.4000000953674316,3.799999952316284,3.700000047683716,3.700000047683716,3.5,3.4000000953674316,3.700000047683716,3.4000000953674316,3.5,3.9000000953674316,3.799999952316284
Leticia's Mexican Cocina,Mexican,,,,,,,,,,,,,,,,,,,3.700000047683716,3.5,2.799999952316284,4.400000095367432,4.300000190734863,4.0,3.799999952316284,3.799999952316284,3.9000000953674316,4.099999904632568,4.5,4.400000095367432,3.9000000953674316,4.300000190734863,3.9000000953674316,3.799999952316284,3.9000000953674316,3.4000000953674316,3.700000047683716,4.199999809265137,4.300000190734863,2.9000000953674316,4.0,4.099999904632568,3.5999999046325684,4.0,3.799999952316284,3.9000000953674316,3.799999952316284,3.799999952316284,4.0,4.699999809265137
Lindo Michoacan,Mexican,,,,,,,5.0,4.0,4.699999809265137,3.299999952316284,3.799999952316284,2.5,5.0,,4.0,4.199999809265137,4.0,3.200000047683716,3.0,4.199999809265137,4.400000095367432,3.9000000953674316,3.9000000953674316,4.400000095367432,4.099999904632568,4.800000190734863,4.199999809265137,3.9000000953674316,3.799999952316284,4.400000095367432,4.699999809265137,4.599999904632568,4.300000190734863,4.0,4.0,4.300000190734863,4.099999904632568,3.9000000953674316,4.400000095367432,4.099999904632568,4.199999809265137,4.0,4.0,4.599999904632568,4.400000095367432,4.5,4.300000190734863,4.300000190734863,4.5,4.400000095367432
Chayo Mexican Kitchen + Tequila Bar,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674316,2.9000000953674316,3.0,3.0,3.0999999046325684,3.799999952316284,3.299999952316284,3.0999999046325684,3.4000000953674316,3.0999999046325684,3.5,3.200000047683716,3.200000047683716,3.0999999046325684,2.4000000953674316
Lotus of Siam,Thai,,5.0,4.0,4.0,4.0,3.0,4.0,4.800000190734863,2.799999952316284,3.4000000953674316,4.0,4.0,4.300000190734863,3.700000047683716,4.0,4.099999904632568,4.199999809265137,4.300000190734863,4.300000190734863,4.099999904632568,4.099999904632568,4.300000190734863,4.5,4.400000095367432,4.300000190734863,4.099999904632568,4.099999904632568,4.400000095367432,4.400000095367432,4.199999809265137,3.9000000953674316,4.400000095367432,4.300000190734863,4.099999904632568,4.0,4.0,4.199999809265137,4.300000190734863,4.099999904632568,4.400000095367432,4.400000095367432,4.199999809265137,4.099999904632568,4.400000095367432,4.199999809265137,4.300000190734863,4.300000190734863,4.300000190734863,4.199999809265137,4.5
Lemongrass,Thai,,,,,,,,,,,,,,,,,,,2.700000047683716,3.4000000953674316,2.700000047683716,2.9000000953674316,2.9000000953674316,3.4000000953674316,2.799999952316284,3.799999952316284,3.700000047683716,3.700000047683716,3.4000000953674316,4.099999904632568,3.9000000953674316,3.5,3.799999952316284,3.799999952316284,3.5999999046325684,3.299999952316284,3.9000000953674316,3.5999999046325684,3.299999952316284,3.799999952316284,3.700000047683716,3.5999999046325684,3.799999952316284,3.0999999046325684,3.299999952316284,3.4000000953674316,3.5999999046325684,3.0,3.5,4.0
Le Thai,Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999904632568,3.700000047683716,4.0,4.300000190734863,4.0,4.0,4.099999904632568,4.0,4.0,4.0,3.700000047683716,3.799999952316284,4.0,3.9000000953674316,4.0,4.099999904632568,4.0,4.099999904632568,4.099999904632568,4.199999809265137,4.0,4.199999809265137,4.400000095367432,4.300000190734863
